Instrument type : Porosimeter 2000							
0.065	32.800	11.541	29.740	0.090			
0.065	32.900	11.436	29.830	0.090			
0.066	33.000	11.367	29.920	0.090			
0.066	33.100	11.282	30.010	0.090			
0.067	33.200	11.181	30.100	0.090			
0.068	33.300	11.066	30.190	0.090			
0.069	33.400	10.873	30.280	0.090			
0.069	33.500	10.795	30.370	0.090			
0.070	33.600	10.703	30.460	0.090			
0.070	33.700	10.642	30.550	0.090			
0.071	33.800	10.568	30.640	0.090			
0.071	33.900	10.494	30.730	0.090			
0.072	34.000	10.421	30.830	0.090			
0.073	34.100	10.236	30.920	0.090			
0.074	34.200	10.153	31.010	0.090			
0.074	34.300	10.085	31.100	0.090			
0.075	34.400	10.032	31.190	0.090			
0.075	34.500	9.952	31.280	0.090			
0.076	34.700	9.887	31.460	0.180			
0.076	34.900	9.822	31.640	0.180			
0.078	35.000	9.646	31.730	0.090			
0.078	35.100	9.609	31.820	0.090			
0.079	35.200	9.536	31.910	0.090			
0.079	35.300	9.476	32.000	0.090			
0.079	35.400	9.440	32.090	0.090			
0.080	35.500	9.311	32.180	0.090			
0.081	35.600	9.265	32.280	0.090			
0.082	35.700	9.197	32.370	0.090			
0.082	35.800	9.130	32.460	0.090			
0.083	35.900	9.064	32.550	0.090			
0.083	36.000	9.032	32.640	0.090			
0.083	36.100	8.989	32.730	0.090			
0.084	36.200	8.946	32.820	0.090			
0.085	36.300	8.809	32.910	0.090			
0.086	36.400	8.738	33.000	0.090			
0.086	36.500	8.667	33.090	0.090			
0.087	36.600	8.607	33.180	0.090			
0.088	36.700	8.491	33.270	0.090			
0.089	36.800	8.424	33.360	0.090			
0.090	36.900	8.368	33.450	0.090			
0.090	37.000	8.340	33.540	0.090			
0.091	37.100	8.257	33.640	0.090			
0.092	37.200	8.123	33.730	0.090			
0.093	37.300	8.062	33.820	0.090			
0.094	37.400	7.985	33.910	0.090			
0.094	37.500	7.943	34.000	0.090			
0.095	37.600	7.893	34.090	0.090			
0.097	37.700	7.746	34.180	0.090			
0.098	37.800	7.667	34.270	0.090			
0.099	37.900	7.589	34.360	0.090			
0.100	38.000	7.529	34.450	0.090			
0.101	38.100	7.454	34.540	0.090			
0.101	38.200	7.388	34.630	0.090			
0.102	38.300	7.323	34.720	0.090			
0.104	38.400	7.190	34.810	0.090			
0.105	38.500	7.128	34.900	0.090			
0.106	38.600	7.074	35.000	0.090			
0.106	38.700	7.035	35.090	0.090			
0.107	38.800	6.982	35.180	0.090			
0.109	38.900	6.855	35.270	0.090			
0.110	39.100	6.818	35.450	0.180			
0.111	39.200	6.750	35.540	0.090			
0.113	39.300	6.637	35.630	0.090			
0.114	39.400	6.578	35.720	0.090			
0.115	39.500	6.533	35.810	0.090			
0.115	39.600	6.493	35.900	0.090			
0.118	39.700	6.366	35.990	0.090			
0.119	39.700	6.308	35.990	0.000			
0.120	39.800	6.255	36.080	0.090			
0.120	39.900	6.224	36.170	0.090			
0.121	40.000	6.183	36.260	0.090			
0.122	40.100	6.142	36.360	0.090			
0.123	40.200	6.098	36.450	0.090			
0.124	40.300	6.048	36.540	0.090			
0.125	40.400	5.990	36.630	0.090			
0.127	40.500	5.882	36.720	0.090			
0.128	40.600	5.841	36.810	0.090			
0.130	40.700	5.787	36.900	0.090			
0.131	40.800	5.738	36.990	0.090			
0.132	40.900	5.699	37.080	0.090			
0.134	41.000	5.610	37.170	0.090			
0.135	41.200	5.568	37.350	0.180			
0.136	41.300	5.527	37.440	0.090			
0.138	41.400	5.439	37.530	0.090			
0.139	41.400	5.392	37.530	0.000			
0.140	41.500	5.357	37.620	0.090			
0.141	41.600	5.312	37.720	0.090			
0.142	41.700	5.260	37.810	0.090			
0.145	41.800	5.169	37.900	0.090			
0.146	41.900	5.116	37.990	0.090			
0.147	42.000	5.082	38.080	0.090			
0.149	42.100	5.037	38.170	0.090			
0.150	42.200	4.987	38.260	0.090			
0.152	42.300	4.938	38.350	0.090			
0.153	42.400	4.886	38.440	0.090			
0.157	42.500	4.783	38.530	0.090			
0.158	42.500	4.735	38.530	0.000			
0.160	42.600	4.679	38.620	0.090			
0.161	42.700	4.644	38.710	0.090			
0.163	42.800	4.607	38.800	0.090			
0.164	42.900	4.565	38.890	0.090			
0.165	43.000	4.532	38.980	0.090			
0.167	43.100	4.478	39.080	0.090			
0.169	43.200	4.443	39.170	0.090			
0.172	43.300	4.353	39.260	0.090			
