"";"APPEZZAMENTO";"LAV";"RIGA.CAMPO";"REPLICA";"COND";"SUBJECT";"Sample.Name";"Sample.quantity";"Stirrer.speed";"Ultrasonic.level";"HUMIDITY";"NOMI.RIGA";"d.1";"d.5";"d.9";"D..4..3....Volume.weighted.mean";"TIME";"X0.020000";"X0.022440";"X0.025179";"X0.028251";"X0.031698";"X0.035566";"X0.039905";"X0.044774";"X0.050238";"X0.056368";"X0.063246";"X0.070963";"X0.079621";"X0.089337";"X0.100237";"X0.112468";"X0.126191";"X0.141589";"X0.158866";"X0.178250";"X0.200000";"X0.224404";"X0.251785";"X0.282508";"X0.316979";"X0.355656";"X0.399052";"X0.447744";"X0.502377";"X0.563677";"X0.632456";"X0.709627";"X0.796214";"X0.893367";"X1.002374";"X1.124683";"X1.261915";"X1.415892";"X1.588656";"X1.782502";"X2.000000";"X2.244037";"X2.517851";"X2.825075";"X3.169786";"X3.556559";"X3.990525";"X4.477442";"X5.023773";"X5.636766";"X6.324555";"X7.096268";"X7.962143";"X8.933672";"X10.023745";"X11.246826";"X12.619147";"X14.158916";"X15.886565";"X17.825019";"X20.000000";"X22.440369";"X25.178508";"X28.250751";"X31.697864";"X35.565588";"X39.905246";"X44.774423";"X50.237729";"X56.367659";"X63.245553";"X70.962678";"X79.621434";"X89.336718";"X100.237447";"X112.468265";"X126.191469";"X141.589157";"X158.865647";"X178.250188";"X200.000000";"X224.403691";"X251.785082";"X282.507509";"X316.978638";"X355.655882";"X399.052463";"X447.744228";"X502.377286";"X563.676586";"X632.455532";"X709.626778";"X796.214341";"X893.367184";"X1002.374467";"X1124.682650";"X1261.914689";"X1415.891569";"X1588.656469";"X1782.501876";"X2000.000000"
"64";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"112";2332;18759;154804;57358;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.074578;0.113411;0.167125;0.216646;0.277261;0.343026;0.416068;0.49552;0.581486;0.67395;0.77063;0.873193;0.976697;1.083365;1.188602;1.293357;1.395997;1.495684;1.593815;1.687479;1.779729;1.866866;1.951939;2.034367;2.11642;2.200644;2.287465;2.380756;2.477238;2.579239;2.681087;2.780318;2.871143;2.947551;3.005106;3.037515;3.041764;3.01472;2.954567;2.862055;2.73947;2.590061;2.42404;2.244639;2.067696;1.895047;1.737498;1.595342;1.469426;1.359042;1.259918;1.173541;1.096649;1.032194;0.978327;0.935329;0.900147;0.8682;0.835163;0.794917;0.745474;0.682101;0.605126;0.514064;0.401261;0.297074;0.164644;0.005232;0;0;0;0;0;0;0
"65";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"113";2162;16221;122121;45910;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.079587;0.121742;0.180873;0.235286;0.302034;0.374517;0.455064;0.542713;0.637566;0.739603;0.846306;0.959514;1.073767;1.19149;1.307542;1.422851;1.535442;1.644189;1.750387;1.850725;1.948344;2.039282;2.126819;2.210534;2.293023;2.377119;2.46342;2.555669;2.650219;2.748591;2.844135;2.933081;3.008378;3.063094;3.091603;3.088679;3.051221;2.979869;2.874958;2.741915;2.586414;2.414484;2.238241;2.060697;1.896198;1.744532;1.613009;1.499113;1.400774;1.314568;1.234412;1.159369;1.085075;1.013499;0.942625;0.873672;0.805531;0.736145;0.665572;0.590338;0.514276;0.431798;0.347832;0.267527;0.149591;0.073557;0;0;0;0;0;0;0;0;0
"66";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"114";2118;15820;138674;54564;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.079944;0.122737;0.183304;0.239068;0.30764;0.382251;0.465309;0.555828;0.653906;0.759503;0.869973;0.987159;1.105326;1.226873;1.34636;1.464615;1.579489;1.689765;1.796736;1.897116;1.994118;2.083868;2.16964;2.250978;2.330311;2.410167;2.490861;2.575549;2.660528;2.746729;2.827711;2.899608;2.955821;2.990182;2.997504;2.974117;2.917239;2.829281;2.711077;2.56924;2.410085;2.240229;2.071921;1.908447;1.763193;1.635766;1.531498;1.446103;1.374588;1.310202;1.24411;1.172807;1.091642;1.004467;0.91278;0.823687;0.742153;0.671503;0.615479;0.572871;0.543357;0.521482;0.50116;0.473278;0.432382;0.366977;0.284923;0.20448;0.031001;0;0;0;0;0;0
"67";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"115";2015;14278;113540;43200;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083672;0.128987;0.193723;0.253282;0.326641;0.406528;0.495509;0.592518;0.697642;0.810816;0.929181;1.054683;1.181149;1.311104;1.438678;1.56469;1.686772;1.80355;1.916307;2.021527;2.122523;2.215228;2.302992;2.385253;2.464349;2.542594;2.620075;2.699509;2.777119;2.85339;2.922115;2.979427;3.019143;3.035743;3.024347;2.982517;2.907509;2.803101;2.67038;2.516965;2.349707;2.175641;2.007093;1.846826;1.706972;1.585749;1.486584;1.403792;1.331689;1.263948;1.19308;1.117905;1.03559;0.950876;0.864634;0.781647;0.703704;0.630982;0.565073;0.503412;0.446405;0.391758;0.335404;0.267441;0.22209;0.090761;0;0;0;0;0;0;0;0;0
"68";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"116";2000;14236;133746;48088;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083529;0.128966;0.194131;0.254138;0.328152;0.40886;0.498872;0.597122;0.703707;0.818568;0.938794;1.066342;1.194899;1.326965;1.456478;1.58415;1.707442;1.824841;1.937542;2.042013;2.141573;2.232283;2.317499;2.39667;2.471974;2.545405;2.616744;2.688046;2.755409;2.818631;2.871803;2.911205;2.931575;2.928828;2.899479;2.843442;2.759191;2.652077;2.523452;2.380269;2.227683;2.070569;1.918323;1.771947;1.641837;1.526618;1.430935;1.3519;1.286923;1.232112;1.18168;1.133105;1.08206;1.028966;0.972192;0.913546;0.853823;0.793081;0.733038;0.671536;0.608511;0.541273;0.464839;0.368202;0.296336;0.117899;0;0;0;0;0;0;0;0;0
"69";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"117";1944;13455;120274;45361;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085412;0.132438;0.200491;0.263045;0.340269;0.424468;0.518336;0.62074;0.731756;0.851302;0.976341;1.108903;1.242427;1.379509;1.513839;1.646113;1.773616;1.894675;2.010374;2.116964;2.217708;2.308534;2.392795;2.469975;2.54232;2.611863;2.678513;2.744175;2.8051;2.86072;2.905083;2.9341;2.942457;2.926325;2.882484;2.812213;2.714752;2.597386;2.462642;2.318847;2.171669;2.025886;1.88934;1.761146;1.647898;1.545423;1.454828;1.371239;1.291372;1.212749;1.131979;1.052193;0.973454;0.901989;0.838838;0.786643;0.74366;0.705829;0.669054;0.627033;0.576539;0.514776;0.438937;0.342505;0.264442;0.101573;0;0;0;0;0;0;0;0;0
"70";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"118";1918;13164;123097;45052;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086083;0.133708;0.202902;0.266538;0.345189;0.43103;0.526816;0.631396;0.744845;0.867077;0.994967;1.130572;1.267149;1.407309;1.544548;1.679519;1.809381;1.932353;2.049439;2.156742;2.257423;2.347289;2.429563;2.503676;2.5718;2.635848;2.69574;2.753087;2.804483;2.849192;2.881902;2.898843;2.895413;2.868588;2.815758;2.7391;2.638097;2.520353;2.388204;2.249517;2.109328;1.971831;1.844112;1.7251;1.620707;1.526867;1.444384;1.368705;1.296985;1.227286;1.156962;1.088818;1.022303;0.961348;0.904837;0.852816;0.802311;0.749477;0.692485;0.627428;0.557619;0.478597;0.395963;0.315347;0.20023;0.106712;0;0;0;0;0;0;0;0;0
"71";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"119";1902;13039;134321;47161;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085963;0.133957;0.204151;0.268637;0.348404;0.435474;0.532626;0.638677;0.753689;0.877559;1.007113;1.144428;1.282673;1.42449;1.56329;1.69971;1.830842;1.954831;2.072608;2.180166;2.280549;2.369433;2.449854;2.521096;2.585166;2.643805;2.69697;2.746108;2.788349;2.823041;2.845691;2.852998;2.841122;2.807723;2.750573;2.672048;2.571289;2.455333;2.32578;2.189716;2.051577;1.915129;1.787255;1.667034;1.561086;1.466418;1.385313;1.31464;1.252514;1.197019;1.145124;1.097379;1.051941;1.010205;0.970275;0.931308;0.890184;0.842661;0.786391;0.717128;0.636679;0.54542;0.445694;0.334269;0.24815;0.093278;0;0;0;0;0;0;0;0;0
"72";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.dry";"10";300;500;TRUE;"dry";"120";1858;12403;115100;44429;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088531;0.137934;0.210196;0.276662;0.358932;0.448814;0.549192;0.658856;0.777879;0.906154;1.04038;1.182673;1.325896;1.47269;1.616104;1.756651;1.891181;2.01769;2.137096;2.245411;2.345813;2.4341;2.513384;2.582993;2.644903;2.700754;2.750428;2.795074;2.831783;2.859508;2.873839;2.871498;2.849143;2.805301;2.738713;2.653343;2.54942;2.43517;2.312747;2.188877;2.066733;1.948154;1.83692;1.729504;1.629385;1.53184;1.438153;1.34546;1.253293;1.162423;1.072123;0.987693;0.909469;0.842866;0.787192;0.742655;0.705672;0.671427;0.636114;0.594843;0.546634;0.489322;0.422178;0.341254;0.263835;0.144213;0.064932;0;0;0;0;0;0;0;0
"73";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"121";20090;143505;513807;219970;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051116;0.071988;0.084874;0.097244;0.108145;0.117919;0.127333;0.137603;0.148848;0.161836;0.176234;0.192184;0.209402;0.227643;0.247121;0.267181;0.288427;0.30994;0.332341;0.355323;0.379296;0.404863;0.432194;0.462991;0.497105;0.536929;0.582679;0.636323;0.6987;0.76993;0.85153;0.940412;1.038676;1.141524;1.251043;1.366053;1.489652;1.62795;1.785378;1.976343;2.201608;2.474794;2.790244;3.146043;3.526758;3.906888;4.265073;4.557833;4.763413;4.848387;4.799904;4.614231;4.306707;3.901111;3.445977;2.971284;2.537372;2.159319;1.864014;1.645703;1.490259;1.373777;1.266724;1.150239;1.006789;0.842391;0.660851;0.479551;0.328137;0.092346;0
"74";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"122";14661;123637;377821;168286;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.064746;0.084835;0.105478;0.120036;0.134083;0.146987;0.159648;0.173536;0.188723;0.206136;0.225254;0.246199;0.268534;0.291886;0.316505;0.34161;0.368079;0.394974;0.42333;0.453001;0.484641;0.518988;0.555897;0.596932;0.640926;0.689822;0.742759;0.801377;0.866534;0.939147;1.022416;1.115464;1.222977;1.341787;1.475227;1.620709;1.778116;1.948586;2.129237;2.32777;2.538967;2.772778;3.024504;3.296258;3.58131;3.866338;4.141049;4.376615;4.558181;4.656822;4.656777;4.544068;4.318599;3.987365;3.580672;3.116262;2.64791;2.190607;1.779412;1.41983;1.114335;0.858053;0.637308;0.452297;0.275582;0.075213;0;0;0;0;0
"75";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"123";12062;111634;417551;177463;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.072473;0.095138;0.118734;0.135635;0.152181;0.167612;0.182885;0.199647;0.217898;0.238696;0.261398;0.286155;0.31246;0.339886;0.368733;0.398077;0.428917;0.460108;0.492796;0.526775;0.562799;0.601747;0.643516;0.689903;0.739566;0.794594;0.853787;0.918594;0.989434;1.066734;1.153316;1.247908;1.355106;1.471816;1.601645;1.742626;1.895457;2.06225;2.241201;2.440688;2.655322;2.893812;3.148392;3.41632;3.684447;3.933158;4.145012;4.289874;4.35083;4.309764;4.159977;3.907554;3.571336;3.175286;2.762908;2.357324;2.004926;1.711809;1.491973;1.33221;1.213285;1.11138;1.001468;0.873106;0.720264;0.555231;0.40133;0.260336;0.032475;0;0
"76";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"124";9668;93684;344012;150109;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083598;0.109929;0.137655;0.157773;0.177692;0.196473;0.215157;0.235632;0.257812;0.282923;0.310172;0.33975;0.37107;0.403646;0.437841;0.472565;0.508995;0.545771;0.58425;0.624197;0.666499;0.712156;0.760983;0.814992;0.872516;0.935849;1.003437;1.076761;1.156097;1.241777;1.33682;1.439903;1.556306;1.683117;1.824834;1.979733;2.148425;2.332215;2.526895;2.737847;2.955118;3.183185;3.410497;3.631723;3.833715;4.000523;4.118594;4.168981;4.140607;4.026634;3.824132;3.542389;3.197921;2.810047;2.415381;2.030531;1.695079;1.411365;1.190853;1.021379;0.888972;0.777928;0.67242;0.568663;0.457852;0.35848;0.244529;0.13173;0.03071;0;0
"77";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"125";8182;82330;294747;127312;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009153;0.057628;0.093442;0.12122;0.153103;0.176239;0.199006;0.220616;0.242154;0.265662;0.291021;0.319623;0.3506;0.384217;0.419849;0.456964;0.495975;0.535624;0.577232;0.619214;0.66307;0.708477;0.756396;0.807934;0.862875;0.923457;0.987749;1.058205;1.132956;1.213484;1.299901;1.392354;1.493784;1.602399;1.723321;1.853118;1.996096;2.150337;2.316485;2.495931;2.684766;2.888269;3.09661;3.313419;3.52648;3.728976;3.906337;4.041655;4.119849;4.123607;4.042245;3.874576;3.621735;3.300263;2.931383;2.536228;2.149373;1.781861;1.465372;1.197472;0.986867;0.822462;0.69116;0.58008;0.469348;0.351045;0.255862;0.085831;0;0;0;0;0
"78";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"126";7318;74399;286265;116238;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012132;0.059774;0.098078;0.135502;0.163415;0.191652;0.216321;0.240198;0.264266;0.290286;0.318325;0.349817;0.383811;0.420627;0.459597;0.500168;0.542811;0.586165;0.631678;0.677609;0.725577;0.775189;0.827447;0.883497;0.943057;1.008493;1.077637;1.153001;1.232397;1.317207;1.407408;1.503177;1.607776;1.719769;1.844902;1.979989;2.129588;2.291207;2.464308;2.64829;2.836333;3.029897;3.215895;3.394234;3.552126;3.683586;3.779022;3.830203;3.830717;3.776646;3.664748;3.500895;3.287347;3.036677;2.761244;2.471653;2.186523;1.905364;1.646295;1.393146;1.138279;0.875997;0.649555;0.336399;0.126801;0.008268;0;0;0;0;0;0;0
"79";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"127";6513;66024;254480;105964;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013158;0.064838;0.10651;0.147367;0.178044;0.209203;0.236584;0.263159;0.289936;0.318812;0.349817;0.384536;0.421952;0.46247;0.505412;0.550217;0.597429;0.645542;0.696136;0.74722;0.800504;0.855446;0.913071;0.974595;1.039721;1.111064;1.186272;1.268031;1.353819;1.444887;1.540916;1.641828;1.750826;1.866281;1.99404;2.130824;2.28126;2.442841;2.615052;2.797258;2.982586;3.172058;3.352065;3.52123;3.665531;3.777171;3.844934;3.859629;3.813186;3.703536;3.527297;3.2958;3.013968;2.700425;2.371874;2.042428;1.734797;1.451284;1.209505;1.000058;0.823639;0.668471;0.519503;0.390773;0.248038;0.09149;0.021847;0;0;0;0;0;0
"80";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"128";5936;60047;231990;98605;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0404;0.064023;0.078672;0.100191;0.122287;0.146012;0.172328;0.20055;0.231121;0.264147;0.299008;0.336533;0.375144;0.415949;0.457526;0.50061;0.544987;0.590718;0.638928;0.688512;0.741393;0.795589;0.852818;0.912283;0.974771;1.041219;1.110952;1.186549;1.265496;1.350792;1.440152;1.53529;1.636249;1.743201;1.859617;1.98352;2.120564;2.266211;2.423898;2.589067;2.759239;2.931768;3.098729;3.260172;3.404785;3.53267;3.6349;3.707979;3.745543;3.741875;3.689941;3.585722;3.420725;3.198809;2.917633;2.590198;2.232528;1.861974;1.509595;1.186171;0.920319;0.709198;0.556814;0.44894;0.37182;0.308071;0.247208;0.188065;0.097627;0.043704;0;0;0;0;0
"81";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"129";5570;56291;216248;90015;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041859;0.066759;0.082326;0.105238;0.128677;0.153825;0.18169;0.211503;0.243739;0.278506;0.315166;0.354622;0.395253;0.438277;0.482242;0.527955;0.575184;0.623953;0.675384;0.728216;0.784415;0.841805;0.902132;0.96448;1.029633;1.098577;1.170727;1.248932;1.330797;1.419613;1.513069;1.612795;1.718419;1.829473;1.948705;2.07334;2.20849;2.349427;2.499679;2.6555;2.815569;2.978658;3.138581;3.29642;3.441259;3.572209;3.677884;3.751027;3.781042;3.759049;3.675939;3.530474;3.318084;3.05199;2.73742;2.395424;2.044479;1.699984;1.38559;1.10355;0.871252;0.680422;0.531079;0.409952;0.307731;0.163263;0.071287;0;0;0;0;0;0;0;0
"82";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"130";5186;51253;199747;80693;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.043979;0.070243;0.086705;0.110999;0.135885;0.162649;0.192372;0.224238;0.258757;0.29604;0.335389;0.377748;0.421342;0.467431;0.514408;0.563093;0.613218;0.664827;0.719178;0.775038;0.834596;0.895632;0.960057;1.026897;1.096919;1.171023;1.24833;1.331603;1.418048;1.510972;1.607893;1.710592;1.818893;1.932669;2.055211;2.184111;2.324943;2.472765;2.630777;2.793885;2.958924;3.122236;3.275022;3.415508;3.532019;3.622734;3.679103;3.69736;3.672831;3.603543;3.485994;3.32463;3.115949;2.871222;2.590646;2.286666;1.969167;1.646199;1.336972;1.044333;0.783426;0.567181;0.324712;0.014272;0;0;0;0;0;0;0;0;0;0;0
"83";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"131";5187;51958;253768;113002;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.043548;0.069526;0.085813;0.1099;0.13463;0.161292;0.190979;0.222893;0.257548;0.29506;0.334716;0.377454;0.421455;0.467957;0.515298;0.564268;0.614566;0.666221;0.72049;0.776171;0.835499;0.896351;0.960743;1.027786;1.098252;1.172943;1.250729;1.334071;1.419867;1.511161;1.605443;1.704634;1.808895;1.918516;2.037035;2.162304;2.299713;2.44414;2.598028;2.755348;2.911738;3.062131;3.196809;3.312419;3.397943;3.450898;3.464939;3.438005;3.368759;3.259298;3.109384;2.928091;2.714363;2.481769;2.231378;1.974588;1.718535;1.46876;1.238676;1.029448;0.85722;0.720882;0.625656;0.565204;0.531242;0.511656;0.493075;0.46544;0.421503;0.363081;0.293264;0.220741;0.158468;0.08985;0.053544
"84";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.FALSE.wet";"10";300;500;FALSE;"wet";"132";4670;44729;186104;75102;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047258;0.075697;0.093605;0.120147;0.14738;0.176766;0.209505;0.244696;0.282904;0.324245;0.367925;0.414967;0.463363;0.514471;0.566463;0.620209;0.675384;0.732025;0.791523;0.852571;0.917639;0.984417;1.055106;1.128677;1.205888;1.287514;1.372256;1.46279;1.55582;1.654787;1.75714;1.86509;1.97882;2.098467;2.227474;2.362904;2.509875;2.662191;2.82174;2.981583;3.136773;3.281728;3.406731;3.508252;3.576325;3.608552;3.59977;3.547954;3.451781;3.313408;3.131917;2.917926;2.670603;2.40671;2.12888;1.851305;1.582072;1.325993;1.093463;0.879806;0.697161;0.533515;0.398208;0.287082;0.052807;0;0;0;0;0;0;0;0;0;0
"85";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"10";300;500;TRUE;"wet";"133";3180;28912;151005;62011;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.062278;0.091298;0.12755;0.161524;0.202491;0.246761;0.295909;0.349485;0.407757;0.470925;0.537631;0.609243;0.682505;0.759176;0.836131;0.914202;0.992352;1.070097;1.148812;1.226474;1.306063;1.38482;1.465716;1.548097;1.633523;1.723536;1.817211;1.917683;2.021113;2.130748;2.242729;2.358188;2.475839;2.594363;2.715342;2.833929;2.95169;3.060169;3.156753;3.232603;3.281536;3.297647;3.277192;3.217586;3.12261;2.992834;2.83671;2.658448;2.464401;2.261626;2.05023;1.840474;1.628698;1.42663;1.233956;1.059985;0.909197;0.783683;0.686292;0.610998;0.553913;0.504729;0.454375;0.391441;0.325135;0.21917;0.138183;0.009605;0;0;0;0;0;0;0
"86";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"10";300;500;TRUE;"wet";"134";2620;22166;164526;65704;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.069521;0.104128;0.150164;0.192834;0.244766;0.30102;0.363493;0.431519;0.505293;0.584919;0.668548;0.757754;0.848363;0.942459;1.036134;1.130375;1.223895;1.316091;1.408467;1.498427;1.589017;1.676587;1.763951;1.850092;1.936751;2.025917;2.117432;2.215048;2.31539;2.421367;2.528083;2.634616;2.737095;2.831512;2.915962;2.984726;3.03664;3.066109;3.070443;3.045404;2.988529;2.897932;2.777398;2.62699;2.458953;2.275223;2.088761;1.904081;1.72731;1.563103;1.409619;1.271575;1.144323;1.033248;0.936861;0.859332;0.801348;0.761943;0.739088;0.727254;0.719919;0.708764;0.685208;0.640556;0.573466;0.475351;0.362293;0.261351;0.039906;0;0;0;0;0;0
"87";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"10";300;500;TRUE;"wet";"135";2336;18242;136541;53715;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.074637;0.113345;0.166693;0.215872;0.276046;0.341347;0.413915;0.492928;0.578531;0.67076;0.76739;0.870152;0.974161;1.081729;1.188319;1.29499;1.400211;1.503243;1.605674;1.70454;1.80308;1.897206;1.989834;2.079762;2.168751;2.258782;2.349687;2.445079;2.541459;2.641245;2.739161;2.833337;2.918838;2.990637;3.045192;3.076991;3.083315;3.060737;3.00665;2.920175;2.801737;2.652682;2.481822;2.291732;2.099581;1.908947;1.734502;1.580194;1.44992;1.343686;1.255244;1.180268;1.108935;1.038164;0.96292;0.884785;0.806187;0.729746;0.660209;0.597395;0.543892;0.495497;0.449857;0.401398;0.342128;0.280491;0.199153;0.106314;0.028212;0;0;0;0;0;0
"88";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"10";300;500;TRUE;"wet";"136";2191;16315;132313;50051;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0784;0.119803;0.177726;0.231032;0.296418;0.367451;0.446447;0.532499;0.62575;0.726227;0.831495;0.943429;1.056685;1.173743;1.289584;1.405237;1.518866;1.629472;1.738529;1.842709;1.945255;2.041796;2.135315;2.224644;2.311684;2.398497;2.484991;2.574467;2.66334;2.753307;2.838761;2.916993;2.98247;3.029835;3.054787;3.053019;3.021578;2.960107;2.867393;2.746167;2.599451;2.43075;2.250372;2.060584;1.877254;1.701972;1.546185;1.41118;1.298682;1.207634;1.132563;1.070801;1.015781;0.966121;0.918243;0.872064;0.826358;0.779272;0.73037;0.676531;0.617907;0.551681;0.476496;0.387291;0.302223;0.171522;0.079462;0.005343;0;0;0;0;0;0;0
"89";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"10";300;500;TRUE;"wet";"137";2080;14815;112859;42382;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082038;0.125822;0.187632;0.244529;0.314475;0.39059;0.475363;0.567823;0.668116;0.776259;0.889599;1.010104;1.131952;1.257703;1.381824;1.505256;1.62585;1.742386;1.856285;1.964028;2.068967;2.166696;2.260375;2.348953;2.434427;2.518818;2.6019;2.686484;2.768687;2.849424;2.922826;2.985738;3.032695;3.058885;3.060384;3.03474;2.979572;2.896869;2.786119;2.651331;2.495867;2.323321;2.143769;1.959108;1.784564;1.621716;1.481563;1.36527;1.273723;1.204218;1.149471;1.103087;1.055431;1.001603;0.93587;0.858186;0.770332;0.675245;0.580165;0.487458;0.405475;0.330854;0.266204;0.210616;0.133934;0.071425;0;0;0;0;0;0;0;0;0
"90";"OO4";"Ara";"1";"m";"OO";"OO.Ara.1.TRUE.wet";"10";300;500;TRUE;"wet";"138";2053;14743;146654;56634;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.081678;0.12585;0.188872;0.246835;0.318218;0.395963;0.482589;0.577089;0.679581;0.790048;0.905745;1.028631;1.152722;1.280562;1.406453;1.531273;1.652763;1.769632;1.883248;1.990086;2.093444;2.18894;2.279583;2.364222;2.444632;2.52252;2.597486;2.67178;2.741683;2.807566;2.864055;2.908131;2.93511;2.941248;2.923368;2.880682;2.81126;2.71851;2.602257;2.467043;2.316147;2.152817;1.985921;1.8163;1.65689;1.508036;1.378784;1.269638;1.181495;1.112628;1.057517;1.012185;0.969654;0.927154;0.880903;0.831491;0.780373;0.729567;0.683037;0.641872;0.608473;0.580035;0.553089;0.520315;0.475766;0.411166;0.328413;0.239295;0.101017;0.038662;0;0;0;0;0
