"";"APPEZZAMENTO";"LAV";"RIGA.CAMPO";"REPLICA";"COND";"SUBJECT";"Sample.Name";"Sample.quantity";"Stirrer.speed";"Ultrasonic.level";"HUMIDITY";"NOMI.RIGA";"d.1";"d.5";"d.9";"D..4..3....Volume.weighted.mean";"TIME";"X0.020000";"X0.022440";"X0.025179";"X0.028251";"X0.031698";"X0.035566";"X0.039905";"X0.044774";"X0.050238";"X0.056368";"X0.063246";"X0.070963";"X0.079621";"X0.089337";"X0.100237";"X0.112468";"X0.126191";"X0.141589";"X0.158866";"X0.178250";"X0.200000";"X0.224404";"X0.251785";"X0.282508";"X0.316979";"X0.355656";"X0.399052";"X0.447744";"X0.502377";"X0.563677";"X0.632456";"X0.709627";"X0.796214";"X0.893367";"X1.002374";"X1.124683";"X1.261915";"X1.415892";"X1.588656";"X1.782502";"X2.000000";"X2.244037";"X2.517851";"X2.825075";"X3.169786";"X3.556559";"X3.990525";"X4.477442";"X5.023773";"X5.636766";"X6.324555";"X7.096268";"X7.962143";"X8.933672";"X10.023745";"X11.246826";"X12.619147";"X14.158916";"X15.886565";"X17.825019";"X20.000000";"X22.440369";"X25.178508";"X28.250751";"X31.697864";"X35.565588";"X39.905246";"X44.774423";"X50.237729";"X56.367659";"X63.245553";"X70.962678";"X79.621434";"X89.336718";"X100.237447";"X112.468265";"X126.191469";"X141.589157";"X158.865647";"X178.250188";"X200.000000";"X224.403691";"X251.785082";"X282.507509";"X316.978638";"X355.655882";"X399.052463";"X447.744228";"X502.377286";"X563.676586";"X632.455532";"X709.626778";"X796.214341";"X893.367184";"X1002.374467";"X1124.682650";"X1261.914689";"X1415.891569";"X1588.656469";"X1782.501876";"X2000.000000"
"1436";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.dry";"4";300;500;TRUE;"dry";"920";1762;11329;88510;37815;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09848;0.153327;0.233376;0.306755;0.397096;0.495039;0.603385;0.720479;0.846036;0.979577;1.117403;1.261469;1.404488;1.549211;1.6891;1.825218;1.955212;2.077966;2.195151;2.303394;2.40624;2.499514;2.586352;2.665899;2.740253;2.811428;2.879193;2.944963;3.00421;3.05535;3.091594;3.108287;3.100099;3.063659;2.995756;2.89866;2.770552;2.6195;2.446728;2.261028;2.068396;1.874477;1.690235;1.516309;1.364588;1.233304;1.127953;1.045254;0.981664;0.93121;0.885234;0.837622;0.781603;0.71722;0.644487;0.569932;0.500019;0.440136;0.395542;0.366197;0.350061;0.340839;0.328977;0.30193;0.266674;0.174673;0.097339;0.0067;0;0;0;0;0;0;0
"1437";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.dry";"4";300;500;TRUE;"dry";"921";1732;10935;85191;51408;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.100118;0.156034;0.237848;0.312911;0.40542;0.505816;0.616982;0.737221;0.866239;1.003523;1.145237;1.293336;1.440264;1.588762;1.732032;1.87109;2.003475;2.128036;2.246473;2.355399;2.458389;2.551244;2.637064;2.714955;2.786947;2.854939;2.918629;2.979114;3.031894;3.07503;3.10193;3.107926;3.088026;3.03943;2.959421;2.85149;2.714363;2.557293;2.381961;2.197534;2.00974;1.82357;1.64858;1.484172;1.340464;1.214829;1.111851;1.028175;0.960501;0.903443;0.848748;0.790966;0.722776;0.643914;0.552922;0.455482;0.357978;0.266799;0.190776;0.133627;0.101128;0.092596;0.106404;0.1372;0.177702;0.21929;0.255058;0.27769;0.284333;0.274887;0.250622;0.214781;0.177166;0.11437;0.073661
"1438";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.dry";"4";300;500;TRUE;"dry";"922";1687;10290;69714;28057;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.102754;0.160632;0.245835;0.323934;0.420256;0.524801;0.640548;0.765708;0.899944;1.042691;1.18993;1.34366;1.496005;1.649778;1.797903;1.941408;2.077728;2.205674;2.327;2.438274;2.54318;2.637467;2.72428;2.802642;2.874464;2.941407;3.002877;3.059496;3.10653;3.141553;3.158127;3.151745;3.118155;3.055717;2.962851;2.844774;2.700964;2.541554;2.368122;2.189285;2.009811;1.833662;1.669043;1.51468;1.379527;1.260665;1.16202;1.079978;1.010964;0.949575;0.887584;0.820334;0.741331;0.652326;0.55358;0.452914;0.357852;0.274715;0.210288;0.164789;0.13722;0.122125;0.110031;0.093944;0.031391;0;0;0;0;0;0;0;0;0;0
"1439";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"923";13526;280255;1110864;438610;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0607;0.081083;0.104545;0.122945;0.142204;0.161061;0.179829;0.199755;0.220406;0.242816;0.266386;0.291465;0.31767;0.344575;0.372267;0.39957;0.427027;0.453198;0.478655;0.502955;0.526646;0.550488;0.574678;0.6002;0.625981;0.652538;0.678656;0.70478;0.731361;0.759489;0.79177;0.829705;0.8772;0.934564;1.004399;1.0851;1.174578;1.269863;1.364368;1.456446;1.539692;1.61639;1.685849;1.752271;1.818271;1.885028;1.953993;2.021295;2.0866;2.145143;2.197625;2.245748;2.296454;2.360698;2.449146;2.577598;2.748081;2.965273;3.213255;3.472139;3.708925;3.886329;3.973544;3.941893;3.774635;3.478088;3.056764;2.538341;1.981763;1.311749;0.7555
"1440";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"924";12581;298311;1062380;431532;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06354;0.084807;0.109184;0.128236;0.148132;0.167588;0.186962;0.207574;0.229006;0.252352;0.276999;0.303324;0.33093;0.359366;0.388705;0.417656;0.446726;0.474315;0.500979;0.52626;0.550796;0.57551;0.600836;0.628128;0.656567;0.686981;0.718035;0.749819;0.781918;0.814173;0.847661;0.882323;0.920697;0.962865;1.011535;1.06709;1.1301;1.20081;1.276635;1.35826;1.440741;1.525299;1.607948;1.687888;1.762053;1.826833;1.880414;1.919606;1.947078;1.966706;1.988241;2.025067;2.092616;2.207017;2.376698;2.613567;2.903054;3.238678;3.585353;3.909412;4.16465;4.306562;4.301927;4.134546;3.805447;3.356436;2.819114;2.245753;1.695168;1.07482;0.567932
"1441";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"925";9496;224873;1132970;416635;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.076557;0.102183;0.131565;0.154552;0.17858;0.202099;0.225523;0.250416;0.276229;0.304234;0.333658;0.364939;0.397633;0.431289;0.466121;0.500742;0.535895;0.569736;0.602913;0.634667;0.665445;0.695938;0.726303;0.758009;0.790231;0.824271;0.859123;0.895331;0.932708;0.971103;1.011513;1.053156;1.097973;1.144728;1.195054;1.248212;1.304258;1.363371;1.424006;1.487707;1.551811;1.618533;1.685954;1.754558;1.82296;1.888997;1.952136;2.008883;2.060325;2.104501;2.143655;2.17979;2.217197;2.261845;2.318999;2.397359;2.498182;2.625957;2.774662;2.937703;3.101922;3.249383;3.363929;3.420844;3.397396;3.273344;3.025202;2.643686;2.165315;1.487271;0.879733
"1442";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"926";5813;105584;673397;236575;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033469;0.073772;0.094514;0.118331;0.144311;0.173463;0.204541;0.238108;0.27413;0.311876;0.352225;0.393483;0.436856;0.48081;0.526015;0.572004;0.618477;0.666083;0.713276;0.761412;0.808271;0.855019;0.900788;0.94627;0.992377;1.038975;1.087826;1.137118;1.188304;1.239404;1.290888;1.342205;1.392961;1.444234;1.494879;1.547198;1.599862;1.65504;1.712253;1.771826;1.833985;1.896834;1.961151;2.023082;2.083311;2.138417;2.187242;2.227414;2.257136;2.276393;2.286314;2.291315;2.296783;2.309488;2.336074;2.380614;2.444618;2.523379;2.611731;2.69358;2.756033;2.779802;2.748428;2.648374;2.477091;2.233403;1.939246;1.61185;1.271986;0.94605;0.640632;0.200914;0.054476;0
"1443";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"927";4760;76620;573483;191121;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03895;0.06585;0.083894;0.111458;0.139417;0.169869;0.20399;0.240536;0.28009;0.322654;0.367359;0.415222;0.464196;0.515647;0.567669;0.620966;0.674899;0.72905;0.784142;0.838408;0.893481;0.946951;1.000324;1.052785;1.105238;1.158758;1.213074;1.270049;1.327348;1.386408;1.444666;1.502435;1.558965;1.61385;1.668352;1.721255;1.774675;1.826699;1.878746;1.929683;1.979529;2.028541;2.075856;2.12313;2.168917;2.215152;2.26027;2.303364;2.341133;2.369296;2.383848;2.38121;2.360749;2.325704;2.281254;2.237069;2.202459;2.185069;2.189453;2.215152;2.253162;2.290305;2.306404;2.279681;2.190044;2.028925;1.792638;1.504211;1.183027;0.866623;0.54316;0.210868;0.015784;0;0
"1444";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"928";4191;58649;441773;160063;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.043735;0.07399;0.094296;0.125312;0.156748;0.190964;0.229268;0.270248;0.314552;0.362173;0.412136;0.465584;0.52024;0.577645;0.635699;0.695211;0.755488;0.816075;0.87777;0.93857;1.000264;1.060118;1.119821;1.178498;1.237232;1.297321;1.358569;1.423186;1.488586;1.556402;1.623568;1.690179;1.755018;1.817252;1.877977;1.935681;1.992556;2.046362;2.09812;2.145813;2.18851;2.225511;2.255859;2.280924;2.301381;2.320513;2.34063;2.36431;2.392142;2.422467;2.452418;2.47596;2.48817;2.483116;2.456229;2.404678;2.32741;2.224067;2.100284;1.957457;1.808725;1.656151;1.509098;1.367965;1.232845;1.103394;0.974877;0.850413;0.725361;0.605931;0.489958;0.380788;0.289528;0.175513;0.109189
"1445";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"929";4113;57376;470777;156248;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044543;0.07529;0.095911;0.127412;0.159357;0.194136;0.233085;0.274776;0.319869;0.368364;0.419269;0.473749;0.529477;0.588016;0.647204;0.707844;0.7692;0.830782;0.893382;0.954969;1.017379;1.077881;1.138235;1.197606;1.25715;1.318261;1.380838;1.447238;1.514809;1.585088;1.654527;1.722629;1.787441;1.847506;1.903451;1.954027;2.001801;2.045955;2.088682;2.129474;2.168191;2.204345;2.236318;2.263925;2.285371;2.301185;2.310983;2.315284;2.313972;2.306643;2.292157;2.270323;2.24076;2.206195;2.168999;2.134363;2.105954;2.08524;2.071226;2.058081;2.037172;1.996638;1.925982;1.815348;1.661015;1.46845;1.243163;1.008248;0.768782;0.564399;0.320144;0.064097;0.010431;0;0
"1446";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"930";4061;56116;526522;172920;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044896;0.07616;0.097199;0.129364;0.16193;0.197359;0.23699;0.279329;0.325031;0.374062;0.425406;0.480221;0.536173;0.594852;0.654139;0.714908;0.776508;0.838534;0.901846;0.96439;1.027971;1.089692;1.151194;1.211482;1.271629;1.332997;1.395532;1.461701;1.529006;1.599134;1.668657;1.737139;1.802638;1.863621;1.920572;1.97199;2.020233;2.064261;2.106119;2.145266;2.181635;2.214883;2.243738;2.26831;2.287233;2.300925;2.308462;2.308835;2.299839;2.279163;2.243821;2.194206;2.13054;2.059612;1.986665;1.921521;1.871113;1.839416;1.827215;1.829822;1.837751;1.838565;1.818357;1.764367;1.6685;1.531653;1.356175;1.159781;0.950678;0.751483;0.56852;0.412074;0.293381;0.169141;0.10249
"1447";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"931";3517;40457;290642;103205;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054381;0.080831;0.115196;0.146937;0.185207;0.226282;0.271484;0.32029;0.372838;0.429245;0.48832;0.551362;0.615675;0.683065;0.751089;0.820757;0.891355;0.962475;1.035183;1.10718;1.180568;1.251951;1.323071;1.392571;1.461474;1.53117;1.601561;1.675525;1.750522;1.828813;1.907062;1.985255;2.061541;2.134198;2.203451;2.266493;2.324686;2.374914;2.417567;2.450369;2.472425;2.483301;2.483723;2.47574;2.463086;2.449464;2.439104;2.43406;2.433876;2.435149;2.431891;2.416798;2.382156;2.3238;2.237956;2.127136;1.996043;1.849603;1.698165;1.543053;1.394278;1.247524;1.104687;0.95952;0.810453;0.651952;0.49143;0.347927;0.135729;0.048054;0;0;0;0;0
"1448";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"932";3568;42823;384477;135069;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.053651;0.0799;0.114178;0.14577;0.183847;0.224658;0.269488;0.31779;0.369669;0.425213;0.483231;0.544987;0.607846;0.673595;0.739894;0.80779;0.876653;0.946148;1.01736;1.088034;1.1602;1.230459;1.300449;1.36875;1.436293;1.504378;1.572889;1.644634;1.717166;1.792673;1.867884;1.942628;2.014847;2.082566;2.145617;2.201283;2.250846;2.292036;2.325945;2.351682;2.369449;2.379635;2.383097;2.381303;2.376261;2.369843;2.363636;2.357416;2.349052;2.334861;2.309337;2.268186;2.206114;2.12377;2.020769;1.90368;1.779644;1.655133;1.53979;1.435248;1.347926;1.273345;1.208977;1.14594;1.07558;0.991834;0.888948;0.771507;0.641407;0.512548;0.390416;0.283819;0.202018;0.116241;0.070344
"1449";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"933";3316;36235;277461;96265;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05738;0.085617;0.122678;0.156776;0.197877;0.2419;0.290214;0.34222;0.398016;0.457691;0.519967;0.586211;0.653619;0.724142;0.79531;0.868283;0.942414;1.017343;1.094217;1.170569;1.24856;1.3245;1.400149;1.473966;1.546953;1.620505;1.694472;1.771834;1.849884;1.930895;2.011266;2.09071;2.166907;2.237663;2.302711;2.359239;2.408571;2.448528;2.480317;2.503164;2.517187;2.522434;2.519346;2.508522;2.491837;2.470478;2.446401;2.419615;2.388959;2.352179;2.304781;2.244791;2.168061;2.077419;1.973331;1.862459;1.749884;1.638354;1.532031;1.426748;1.32363;1.214009;1.094188;0.956265;0.800638;0.625057;0.446085;0.290298;0.041778;0;0;0;0;0;0
"1450";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.FALSE.wet";"4";300;500;FALSE;"wet";"934";3173;32903;260180;92242;12;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.059727;0.089239;0.128113;0.163849;0.206933;0.253066;0.303668;0.358102;0.41646;0.478831;0.543879;0.613044;0.683418;0.757068;0.831449;0.907806;0.98548;1.064093;1.144814;1.224994;1.306834;1.3864;1.465511;1.542583;1.618726;1.695476;1.772725;1.853587;1.935184;2.019799;2.103552;2.185968;2.264412;2.336379;2.401331;2.456301;2.50256;2.538236;2.564855;2.582288;2.591154;2.591773;2.584567;2.569295;2.546792;2.516416;2.478489;2.431204;2.372533;2.300739;2.211792;2.107295;1.984497;1.851094;1.709809;1.57146;1.444143;1.33338;1.244645;1.173961;1.117462;1.062656;0.998815;0.913628;0.8029;0.662711;0.506592;0.362816;0.152442;0.058197;0;0;0;0;0
"1451";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"935";2501;21801;134145;52968;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.074117;0.111727;0.162571;0.209379;0.266114;0.327034;0.393931;0.465863;0.542826;0.624784;0.709818;0.799611;0.890178;0.983937;1.077386;1.171862;1.266335;1.360261;1.455048;1.547747;1.641105;1.73086;1.819288;1.904713;1.988333;2.071611;2.154127;2.238855;2.32252;2.407314;2.489349;2.568405;2.642236;2.708769;2.767522;2.815443;2.852752;2.876639;2.88658;2.88068;2.857824;2.816747;2.758409;2.68144;2.590941;2.486955;2.375716;2.258552;2.13707;2.011711;1.877295;1.734486;1.575374;1.404713;1.220263;1.030782;0.844125;0.667666;0.513724;0.384942;0.290635;0.227139;0.192249;0.176394;0.168159;0.160049;0.140843;0.108821;0.073928;0.025418;0;0;0;0;0
"1452";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"936";2094;15838;97641;38980;2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08954;0.135404;0.19802;0.255844;0.326188;0.401966;0.485399;0.575273;0.671521;0.773982;0.880095;0.99173;1.103664;1.218556;1.331762;1.444599;1.555553;1.663843;1.771002;1.873738;1.975152;2.070736;2.163123;2.250778;2.335236;2.418238;2.499529;2.581947;2.661987;2.741112;2.814609;2.88107;2.937227;2.9803;3.00851;3.01911;3.01039;2.980869;2.92865;2.853433;2.75529;2.63453;2.496671;2.341143;2.179026;2.010219;1.844632;1.683874;1.530938;1.387531;1.249789;1.120036;0.992197;0.870263;0.75181;0.641643;0.542344;0.455203;0.382609;0.32131;0.272024;0.227352;0.186253;0.147853;0.078876;0.036901;0;0;0;0;0;0;0;0;0
"1453";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"937";1944;13933;91223;35557;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008033;0.050458;0.09429;0.151953;0.209331;0.278074;0.354864;0.438113;0.530384;0.629319;0.735243;0.847738;0.963885;1.085615;1.207101;1.331114;1.452537;1.572743;1.690094;1.80381;1.91554;2.021893;2.126073;2.223411;2.31654;2.403852;2.48687;2.567266;2.644712;2.721629;2.794331;2.863524;2.924183;2.974172;3.009835;3.028367;3.027629;3.006289;2.962233;2.896165;2.806229;2.693971;2.560616;2.407721;2.243022;2.067126;1.89393;1.724807;1.571205;1.434972;1.317784;1.217958;1.128212;1.044122;0.956125;0.862848;0.76045;0.653236;0.546283;0.444543;0.355679;0.281114;0.223004;0.17982;0.142138;0.101082;0.032789;0;0;0;0;0;0;0;0;0;0
"1454";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"938";1856;12748;89049;35592;4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008092;0.051001;0.097635;0.159044;0.220232;0.293686;0.375821;0.464911;0.563659;0.669495;0.782717;0.902819;1.02663;1.156145;1.285104;1.416384;1.544494;1.670809;1.793515;1.911717;2.027038;2.135923;2.241598;2.339293;2.431667;2.517145;2.597292;2.673761;2.746239;2.816816;2.881783;2.941203;2.989843;3.024868;3.042204;3.038919;3.012423;2.962579;2.887104;2.789138;2.667695;2.526923;2.36993;2.200068;2.026733;1.850942;1.686104;1.532396;1.398707;1.284545;1.189143;1.108738;1.035209;0.963618;0.885988;0.80229;0.710737;0.616621;0.525037;0.440412;0.368541;0.309262;0.264744;0.227846;0.195808;0.165097;0.102812;0.053307;0;0;0;0;0;0;0;0;0
"1455";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"939";1786;11825;81930;33849;5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00814;0.05146;0.10061;0.165384;0.229993;0.307682;0.394624;0.488964;0.593531;0.705556;0.825302;0.952172;1.082752;1.219073;1.354476;1.491909;1.625553;1.756794;1.8837;2.005339;2.123377;2.234194;2.34107;2.439162;2.531104;2.615264;2.693144;2.76626;2.834173;2.898501;2.955398;3.004269;3.039866;3.05908;3.058085;3.034592;2.986461;2.915286;2.81932;2.703813;2.568563;2.419026;2.258666;2.090679;1.923341;1.756104;1.600021;1.453643;1.324149;1.21038;1.111643;1.025201;0.944442;0.866614;0.785281;0.701787;0.614978;0.530237;0.452098;0.384182;0.330515;0.289741;0.261328;0.236565;0.211298;0.182388;0.113299;0.058397;0;0;0;0;0;0;0;0;0
"1456";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"940";1749;11393;85256;35069;6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008093;0.051288;0.101872;0.168576;0.235163;0.315324;0.40509;0.502534;0.610554;0.72627;0.849927;0.980879;1.115572;1.256066;1.39546;1.536739;1.673852;1.808141;1.937524;2.060946;2.179982;2.290908;2.396939;2.493238;2.582423;2.662961;2.736407;2.804276;2.86619;2.923445;2.972261;3.011499;3.035901;3.042008;3.02604;2.986069;2.920213;2.831535;2.718891;2.589462;2.443877;2.288775;2.128089;1.965254;1.808081;1.655579;1.517;1.389944;1.279367;1.182754;1.098082;1.021883;0.947703;0.873285;0.793454;0.71088;0.625849;0.544741;0.472553;0.412808;0.368433;0.336747;0.31512;0.292948;0.265272;0.22986;0.145329;0.075813;0;0;0;0;0;0;0;0;0
"1457";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"941";1712;10922;83864;33740;7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008142;0.051672;0.103623;0.172202;0.240774;0.323444;0.416147;0.516896;0.628683;0.748516;0.87662;1.012278;1.15174;1.297046;1.440951;1.58641;1.727073;1.864239;1.995732;2.120526;2.240302;2.351431;2.457221;2.552854;2.640818;2.719359;2.789699;2.852936;2.908451;2.957106;2.99543;3.022138;3.032795;3.024426;2.994184;2.941145;2.8641;2.76709;2.64911;2.517635;2.372831;2.220527;2.063546;1.904228;1.749431;1.597876;1.45906;1.331429;1.221241;1.127451;1.04927;0.983803;0.92485;0.868677;0.808737;0.74428;0.672987;0.59815;0.523183;0.451207;0.386978;0.330495;0.284612;0.243143;0.204993;0.168483;0.098481;0.049109;0;0;0;0;0;0;0;0;0
"1458";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"942";1677;10521;82060;32635;8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008071;0.051375;0.10511;0.176056;0.246994;0.332574;0.428517;0.532728;0.648253;0.771946;0.903992;1.043603;1.186887;1.335909;1.483214;1.631806;1.775161;1.91456;2.047731;2.173582;2.293769;2.404646;2.509502;2.603554;2.689262;2.764924;2.831749;2.89076;2.941299;2.983901;3.015151;3.033381;3.034365;3.015155;2.973332;2.908589;2.820135;2.712907;2.586002;2.447571;2.297825;2.142995;1.986222;1.83034;1.682607;1.542472;1.419082;1.310857;1.222128;1.149644;1.089432;1.035458;0.97912;0.915467;0.838173;0.749139;0.648985;0.545879;0.447718;0.361363;0.294257;0.247017;0.220169;0.204904;0.194225;0.180382;0.131953;0.074163;0;0;0;0;0;0;0;0;0
"1459";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"943";1653;10197;79274;33510;9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007972;0.050869;0.105737;0.178202;0.250693;0.33823;0.436411;0.543084;0.661352;0.787977;0.923136;1.066006;1.212595;1.365005;1.515611;1.667476;1.813923;1.956234;2.092044;2.220176;2.34221;2.454332;2.559718;2.653393;2.737639;2.81059;2.873301;2.926624;2.969962;3.003622;3.02464;3.031247;3.020006;2.988473;2.935192;2.860909;2.765707;2.655506;2.529803;2.396773;2.256229;2.113172;1.969134;1.82502;1.685632;1.548396;1.420753;1.300296;1.192085;1.094724;1.007701;0.929413;0.855265;0.78435;0.712024;0.640155;0.56794;0.499843;0.439405;0.38925;0.351803;0.32503;0.306944;0.288939;0.266459;0.236563;0.167673;0.093421;0;0;0;0;0;0;0;0;0
"1460";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"944";1621;9768;74169;29876;10;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007898;0.050542;0.106927;0.18144;0.256049;0.346261;0.447532;0.557638;0.679773;0.81058;0.950218;1.097811;1.249199;1.406506;1.561804;1.71818;1.868666;2.014487;2.153111;2.283249;2.406431;2.518781;2.623464;2.715555;2.797358;2.867126;2.925985;2.974816;3.013121;3.041038;3.055783;3.055302;3.036253;2.995999;2.933163;2.848749;2.743024;2.622753;2.487745;2.347211;2.201373;2.055834;1.912355;1.771966;1.639194;1.511327;1.394913;1.287259;1.192296;1.107871;1.032286;0.962647;0.893247;0.822065;0.743832;0.660545;0.571723;0.483195;0.400177;0.327085;0.26901;0.225449;0.196751;0.174908;0.155624;0.134894;0.077255;0.037392;0;0;0;0;0;0;0;0;0
"1461";"OO2";"Ara";"2";"m";"OO";"OO.Ara.2.TRUE.wet";"4";300;500;TRUE;"wet";"945";1623;9930;86410;34245;11;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007858;0.050303;0.106628;0.181092;0.255682;0.345878;0.447127;0.557184;0.679219;0.809851;0.949214;1.096402;1.247237;1.403805;1.558183;1.713406;1.862517;2.006692;2.14338;2.271282;2.391869;2.501339;2.602759;2.691323;2.769193;2.834606;2.888546;2.931735;2.96372;2.98449;2.99171;2.983388;2.956891;2.910054;2.84221;2.754998;2.649186;2.531782;2.402676;2.270496;2.134894;2.000257;1.86727;1.736062;1.610428;1.48789;1.375345;1.271192;1.180404;1.101934;1.034801;0.976392;0.921377;0.867097;0.808368;0.745601;0.677483;0.607718;0.539553;0.475493;0.41898;0.36882;0.326511;0.285248;0.244129;0.202555;0.124241;0.064046;0;0;0;0;0;0;0;0;0
